cds_id	plc124_fluc_rep01	plc124_fluc_rep02	plc124_fluc_rep03	plc124_ut_rep01	plc124_ut_rep02	plc124_ut_rep03
XP_710877.2	1568	1424	1334	1563	1704	1332
XP_710876.2	505	483	470	575	557	608
XP_710875.2	38	23	32	36	38	23
XP_710874.1	1925	1706	1773	2006	2188	1897
XP_710873.2	156	146	148	176	191	94
XP_710279.2	2198	1892	1743	2524	2668	1954
XP_718864.2	259	249	254	234	325	205
XP_718863.1	2885	2564	2311	3205	3568	2467
XP_718862.1	1092	1093	1111	1184	1140	1158
XP_718861.1	18	25	24	13	13	13
XP_718860.1	365	315	334	329	356	355
XP_718859.2	327	436	375	297	285	377
XP_718858.2	3473	3390	3669	3485	4221	4283
XP_718856.2	952	1018	874	913	1091	846
XP_718855.2	1401	1242	1326	1385	1522	1429
XP_718854.2	31	31	21	25	38	11
XP_718853.2	2788	3031	2691	2746	2985	3059
XP_019330658.1	41198	32562	40305	34170	37676	47157
XP_718852.1	48506	28520	49595	40525	43443	51223
XP_019330659.1	16972	12422	16977	14575	14325	19376
XP_019330660.1	3393	3082	3133	3137	3267	3750
XP_718851.1	1188	912	992	1065	1205	1043
XP_718850.1	2858	1854	2683	2506	2436	2756
XP_718848.2	4210	3569	3995	3671	4413	3841
XP_718847.2	8744	8447	9004	8999	10535	10789
XP_718846.2	1810	1492	1671	1559	1727	1687
XP_718845.2	27785	22220	27307	27938	31867	30384
XP_718843.2	1151	970	1147	1255	1233	1299
XP_718842.1	341	305	323	339	466	433
XP_718841.2	86816	65102	84287	72887	80160	89185
XP_718840.2	4460	3831	4521	4750	5264	5496
XP_718839.1	15350	10173	14980	14296	15331	16927
XP_718838.2	162	136	130	166	158	145
XP_718837.1	35	40	37	44	33	32
XP_718836.2	4034	3961	4272	4147	4511	4982
XP_019330661.1	846	716	821	796	826	708
XP_718835.1	952	911	1009	971	948	1059
XP_718834.1	2273	1790	2235	2043	2157	2440
XP_718833.2	2823	2032	2673	2771	3010	2904
XP_718832.2	2038	1666	1868	1898	2212	1768
XP_718831.2	3595	3027	3718	3926	4591	4258
XP_718829.2	5118	4481	4662	4786	5545	4873
XP_718828.1	1212	876	1008	1127	1210	1179
XP_718827.2	1345	1113	1240	1278	1468	1502
XP_718826.2	3194	2337	2750	2926	3027	3197
XP_718825.1	1892	1881	2056	1947	2025	2801
XP_718824.2	409	234	361	392	430	414
XP_718822.2	3138	2724	3328	2871	3060	3583
XP_718821.2	3601	3048	3780	3555	3846	3927
XP_718820.1	3287	2207	2910	3040	3226	3042
XP_718819.2	2271	2347	2363	2145	2488	2343
XP_718818.1	4454	2604	3216	4474	5392	2352
XP_718816.1	4327	3588	4243	4394	4570	4888
XP_019330662.1	502	372	523	461	480	598
XP_718814.2	2630	2453	2648	2864	3001	3101
XP_718813.1	74	37	60	52	57	46
XP_019330663.1	18	17	22	0	19	2
XP_019330664.1	136	94	95	133	161	95
XP_019330665.1	29336	11439	13803	25281	32025	9232
XP_019330666.1	3645	2562	3375	3378	4061	3361
XP_718809.2	3227	2895	3209	3021	3266	3772
XP_718808.2	1605	1001	1477	1082	1200	1228
XP_718807.2	9424	5571	7675	10008	12005	6257
XP_718804.2	2231	1779	2047	2188	2379	2109
XP_718803.1	14638	10478	14656	13503	13867	16153
XP_718801.2	1942	1405	1806	2004	2082	2031
XP_718799.2	864	628	882	840	858	984
XP_718798.2	3772	3097	4155	4085	4101	4949
XP_718795.1	254	154	198	342	380	146
XP_718793.1	4606	3556	4418	4721	5001	4613
XP_718792.2	9415	4799	6240	9524	10161	3930
XP_718791.1	69	56	57	95	71	36
XP_718790.1	1655	1500	1699	1621	1727	1885
XP_019330667.1	615	436	601	519	552	592
XP_718788.1	13923	10146	12114	14100	15384	11572
XP_718787.1	227	134	176	231	217	180
XP_718786.1	3344	3246	3132	3707	4110	3211
XP_718785.2	367	332	362	333	416	342
XP_718784.2	4771	5343	5521	5415	6286	6150
XP_713900.1	35783	22650	33208	36599	39241	35095
XP_713899.2	1459	1503	1552	1749	1992	1605
XP_713895.1	10574	8992	11187	10085	11499	12221
XP_019330668.1	332	252	330	329	406	341
XP_019330669.1	94	63	110	80	130	105
XP_713894.1	1398	964	1109	1436	1539	1049
XP_713893.1	2182	1500	1945	1961	1985	2158
XP_713892.1	1421	776	1103	1548	1960	1035
XP_713891.1	4475	3191	4464	3958	4344	5167
XP_713890.1	3400	2562	3212	3324	3289	3715
XP_713889.1	817	711	779	841	1016	675
XP_713888.1	1447	1017	1471	1419	1469	1466
XP_713887.1	2037	1684	2092	1890	2089	2269
XP_713886.2	2756	2046	2699	2659	2884	2814
XP_713885.1	1210	977	1233	1315	1469	1421
XP_713884.1	3813	3093	3934	3705	4002	4041
XP_019330670.1	255	217	271	290	258	254
XP_713882.1	114	96	94	131	150	79
XP_019330671.1	4385	3594	3803	4566	6454	3821
XP_713880.1	330	207	290	229	318	338
XP_713879.1	6711	5468	6339	6937	7986	7220
XP_713877.1	1213	871	1046	1451	1486	968
XP_713876.1	9418	7649	9096	9286	10352	9429
XP_713875.1	4074	3616	4066	4168	4409	4569
XP_713873.1	1078	1025	1027	1066	1306	1177
XP_713872.1	4091	3302	3831	3328	3684	4269
XP_713871.2	1413	1226	1289	1263	1457	1292
XP_713870.1	57	26	49	35	48	18
XP_713869.2	3849	3359	4194	4133	4650	4711
XP_711741.1	1557	1011	1240	1318	1373	1279
XP_711740.1	960	933	918	970	1053	1121
XP_711739.1	93	75	75	116	88	54
XP_711738.2	1822	1526	1377	1935	2198	1458
XP_711737.2	6523	5515	6917	6405	6835	7646
XP_711736.2	1161	914	1095	1013	1135	1242
XP_711734.2	10435	8525	8939	10000	11325	8614
XP_019330672.1	17	44	15	28	18	6
XP_711733.1	937	763	849	958	1342	756
XP_711732.1	2099	1724	2089	2213	2397	2319
XP_711731.2	601	578	512	569	691	662
XP_711730.2	579	564	528	618	575	676
XP_711729.1	51	45	57	68	41	25
XP_711728.2	1456	1314	1182	1599	1844	1165
XP_711727.1	3025	1826	2701	2245	2185	2767
XP_711726.2	139	140	80	92	121	113
XP_711725.2	63	57	81	67	92	54
XP_711724.1	2787	2392	2716	2410	2913	2826
XP_711723.2	185	225	206	220	279	193
XP_711721.1	314	227	294	387	349	274
XP_711720.2	1369	1515	1110	1215	1499	1182
XP_716535.2	22	38	24	38	43	19
XP_716536.1	1330	1281	1282	1335	1397	1530
XP_716539.2	2938	3075	2299	2824	2986	2258
XP_716540.2	6830	6308	6045	6497	6921	5880
XP_716541.2	8951	8377	8393	7618	8184	8028
XP_710443.2	2669	2475	2642	2439	2836	2689
XP_717587.1	2595	2066	2581	2248	2557	3196
XP_717588.1	2569	2064	2398	2327	2495	2459
XP_717589.1	1698	1389	1616	1718	1936	1715
XP_717590.1	1136	956	1102	1186	1252	1093
XP_717591.2	295	269	286	281	295	320
XP_717592.1	1829	1406	1511	1504	1786	1669
XP_717594.2	343	381	307	337	318	379
XP_717595.1	182	163	156	195	221	128
XP_717596.2	10390	9194	9798	10067	11409	10497
XP_717597.2	4406	4050	4096	3832	4354	4249
XP_717599.2	20667	16573	19275	17042	18259	18016
XP_717601.1	908	776	861	815	765	951
XP_717602.1	4371	4181	4116	4331	4731	4253
XP_019330673.1	939	845	904	796	790	935
XP_717603.2	486	587	488	388	448	448
XP_717604.1	1526	1333	1419	1386	1554	1572
XP_717605.2	1131	1012	1010	1139	1289	1159
XP_717606.2	5865	5564	5767	5734	6500	6530
XP_717607.2	210	169	153	216	224	158
XP_717608.2	739	581	794	973	951	883
XP_717609.1	7764	5882	7454	7271	8455	7935
XP_717611.2	4511	3508	4441	4068	4579	4471
XP_717612.2	3573	3010	3491	3551	3639	4313
XP_717614.1	7670	4648	7509	6442	6285	8291
XP_019330674.1	119	86	104	111	151	130
XP_717615.1	9874	8243	10184	9397	10036	11156
XP_717616.1	2195	1638	2293	1922	1884	2409
XP_717617.2	1434	1166	1607	1601	1607	1492
XP_019330675.1	6444	5545	6274	5960	6423	6916
XP_717619.1	41000	35406	44580	42808	47046	56558
XP_717620.1	8102	5953	8440	7649	7901	9095
XP_717622.2	24706	18826	23248	23128	25035	24870
XP_717624.2	2140	1785	2015	2121	2115	2416
XP_717626.2	635	600	596	592	742	646
XP_717627.2	866	618	891	860	841	976
XP_717629.1	141	118	154	132	203	130
XP_717630.2	2617	2349	2496	2620	2722	3116
XP_717631.1	152	166	178	143	128	128
XP_717632.2	15635	12656	16072	14726	16192	18194
XP_717634.1	375	296	398	368	481	403
XP_717635.2	709	488	707	632	704	702
XP_717637.1	25732	20006	24385	22967	25695	26294
XP_717638.2	5510	3640	4692	6011	6545	3731
XP_717639.2	1716	1223	1588	1563	1638	1704
XP_717640.1	696	526	668	558	666	664
XP_019330676.1	1426	1073	1588	1325	1362	1584
XP_717642.2	3156	2137	2905	3647	4106	2910
XP_717643.1	11764	10614	12155	10918	11979	13305
XP_717644.2	2209	1879	2124	2504	2824	2312
XP_717646.1	2341	1591	2227	2283	2376	2544
XP_717648.1	103754	66729	98404	98209	105856	102728
XP_717649.1	650	206	481	376	437	473
XP_717650.2	352	343	382	412	405	289
XP_019330677.1	603	411	646	513	562	688
XP_717653.1	77786	54246	74537	71845	77917	82821
XP_717654.2	6856	4534	6425	7207	7855	6658
XP_717655.2	65661	34313	61102	60299	64135	62933
XP_711872.2	3290	2301	3058	3105	3240	3273
XP_711873.1	7812	5535	6539	9292	10690	9140
XP_711874.2	6500	3992	5467	5321	6311	5293
XP_711875.2	8754	7193	9020	8516	9721	9211
XP_711876.1	1562	998	1592	1345	1417	1645
XP_711877.2	697	492	708	677	766	755
XP_711878.1	5575	4216	5242	4965	5703	5434
XP_711879.1	7110	4557	6486	3458	3771	3166
XP_711880.1	1329	969	1240	979	998	1271
XP_019330678.1	743	459	724	599	586	718
XP_711882.1	3591	2937	3299	3097	3338	3565
XP_711883.1	259948	140552	225337	200668	235892	187363
XP_711884.1	659	552	768	625	650	766
XP_711885.1	1736	1071	1423	1735	2063	1356
XP_711886.2	49	48	38	50	60	43
XP_711887.1	2138	1287	1509	2251	2629	1375
XP_711888.1	7112	5860	7161	6825	8016	7975
XP_711889.1	17057	12052	16407	15208	15940	17179
XP_711891.1	1361	1171	1226	1367	1503	1430
XP_711893.1	6330	4070	5995	4994	5591	5623
XP_711894.1	13546	11147	12922	5813	6243	6774
XP_711895.2	10055	8267	10287	9554	9639	11581
XP_711897.1	6724	5174	6753	6118	6373	7107
XP_709974.1	770	594	711	740	825	770
XP_723408.2	2440	2037	2237	2242	2398	2628
XP_723409.1	1540	1239	1500	1293	1367	1683
XP_019330679.1	743	584	670	737	780	682
XP_723411.1	742	551	696	579	666	660
XP_723412.2	4070	3454	3675	3788	4347	4029
XP_723413.2	1385	1343	1424	1117	1267	1415
XP_723414.2	1985	1331	1749	1673	1854	1876
XP_723416.2	6039	5522	5789	6769	7974	6434
XP_019330680.1	856	742	842	795	886	994
XP_723418.2	991	917	845	944	1058	1065
XP_723419.2	29108	19528	26561	28170	31430	26814
XP_723420.1	884	671	860	761	881	938
XP_723421.1	703	633	592	673	705	762
XP_723422.2	559	460	546	606	668	574
XP_723423.1	3109	2355	2657	2752	3253	2435
XP_723424.2	5672	4109	5252	5030	5227	5098
XP_723425.1	2016	1648	1821	1862	2107	1915
XP_723426.2	9537	8252	9524	8977	9770	10732
XP_723427.1	485	405	481	474	522	494
XP_019330681.1	107	75	105	97	109	92
XP_723429.1	153	149	150	123	188	152
XP_723430.2	518	511	524	548	539	554
XP_723431.2	1698	1389	1762	1682	1817	1928
XP_723432.2	7361	5780	6965	6615	7197	7291
XP_723433.2	1499	1515	1621	1297	1372	1235
XP_723434.2	224	203	198	217	204	197
XP_723435.2	390	309	424	381	451	371
XP_723436.2	573	554	616	668	681	515
XP_723437.2	2124	2071	1745	2223	2402	1857
XP_019330682.1	2045	1609	1873	1573	1529	2084
XP_723438.2	481	332	303	483	694	277
XP_723439.2	4978	4993	4926	5478	6028	5389
XP_723440.2	8151	8333	7928	7952	8868	7596
XP_723441.2	3590	3417	3832	3613	3985	4440
XP_723442.2	288	325	241	191	243	262
XP_723443.2	1802	1820	1859	1851	2095	2047
XP_723444.2	4269	4249	3717	4311	4566	3763
XP_723445.1	7356	5666	6311	6486	7012	6559
XP_723447.2	930	1137	940	1054	1104	1114
XP_723449.1	279	299	250	218	232	150
XP_723450.2	2011	2153	1822	1925	2080	1663
XP_723451.1	11980	6912	8580	12273	13463	7988
XP_723452.2	1270	1152	967	1446	1534	904
XP_723453.2	270	287	267	301	329	314
XP_723454.2	150	167	161	167	155	133
XP_723455.2	2221	2149	2124	2329	2729	2212
XP_723457.2	914	850	891	960	1102	1039
XP_723458.2	3376	2651	2999	3234	3660	3173
XP_723459.2	78	73	90	85	109	61
XP_723460.2	325	283	304	390	382	321
XP_723461.2	5621	4673	5252	5649	6368	5023
XP_723462.2	183	172	181	315	319	198
XP_723463.1	3450	3153	3512	3555	3791	3950
XP_723464.2	768	574	627	835	907	605
XP_723465.1	2939	2329	2807	3228	3461	3220
XP_723466.1	1730	1318	1705	1666	1826	1866
XP_723467.2	1633	1416	1544	1450	1541	1704
XP_723469.2	99	83	132	138	151	81
XP_723470.2	816	674	778	824	895	889
XP_723471.2	2502	1449	2467	2245	2229	2749
XP_723472.1	301	274	256	289	324	322
XP_723473.2	1887	1360	1659	2048	2314	1560
XP_723474.2	755	580	685	619	717	651
XP_723475.2	21	32	20	32	49	2
XP_723477.2	144	88	104	111	147	74
XP_723478.2	569	464	528	637	737	599
XP_723479.1	1240	1216	1192	1121	1201	1305
XP_723481.2	517	473	392	438	527	453
XP_723482.1	5259	4489	5218	4598	4999	6350
XP_723484.2	6687	5267	6099	6313	6686	6448
XP_723485.2	1806	1675	2103	1994	2343	2472
XP_723486.1	2045	1719	2026	1932	2045	2073
XP_723487.2	954	944	1059	912	973	1114
XP_723488.2	130	83	103	89	129	85
XP_723490.1	43	45	41	53	81	18
XP_723491.2	4178	3476	3972	4281	4851	3697
XP_723493.1	942	737	940	820	911	1009
XP_723494.2	12937	11422	12393	12135	13483	13239
XP_723495.2	7745	5425	7381	7119	7320	7779
XP_723497.1	3257	2362	3124	2911	3198	3632
XP_723498.1	316	117	252	206	252	277
XP_723499.1	34015	25440	31787	30025	32260	32291
XP_723500.1	38	42	47	57	56	28
XP_723501.1	8499	6468	8380	8016	8492	8085
XP_723502.1	1584	1248	1470	1474	1613	1464
XP_723503.2	617	447	473	490	513	509
XP_723504.2	1631	1243	1611	1658	1785	1483
XP_723505.1	67	86	57	57	70	45
XP_723506.1	2616	2177	2608	2709	2744	2947
XP_723507.2	73	43	34	70	92	32
XP_723508.1	39	45	33	59	59	16
XP_723509.1	559	423	474	551	634	466
XP_723510.1	1703	1197	1598	1529	1587	1641
XP_723511.1	1269	991	1099	1168	1475	1066
XP_019330683.1	51678	36772	49926	47836	49809	55856
XP_723513.1	19408	14590	18760	17648	18905	20380
XP_019330684.1	1333	1089	1378	1228	1468	1412
XP_723515.2	5250	4171	5495	4888	5203	6000
XP_723516.1	1163	696	1196	1171	1187	1354
XP_723517.1	23834	15768	22488	21638	23020	22741
XP_723519.1	1044	651	993	991	994	931
XP_723520.1	58	27	38	58	59	37
XP_723521.1	6349	5381	6678	6089	6711	7950
XP_723522.1	7934	5352	7695	6796	7172	7871
XP_723523.1	1028	781	894	1045	1224	1091
XP_019330685.1	121	91	82	90	67	103
XP_723525.1	2760	1703	2739	2415	2556	3155
XP_723527.1	1820	1403	1824	1674	1860	1889
XP_723528.1	121	111	122	124	124	123
XP_723529.1	1661	1412	1482	1687	1891	1314
XP_723530.1	2701	2050	2558	2265	2416	2837
XP_723531.1	1088	882	1149	983	956	987
XP_723532.1	1629	1131	1703	1436	1471	1788
XP_723533.1	0	0	0	0	0	0
XP_723534.1	8265	6958	8172	7726	8609	9097
XP_723535.1	2037	1732	1822	1977	2139	1950
XP_723536.1	2377	2162	2346	2413	2542	2565
XP_723537.1	2918	2314	3087	2721	3088	3461
XP_723538.1	2825	2252	2849	3112	3239	3472
XP_723540.1	746	542	680	584	797	661
XP_723541.2	382	322	417	442	378	399
XP_723542.1	1337	967	1171	1171	1260	1130
XP_723544.2	1893	2025	2047	1986	2213	2407
XP_723546.1	84	85	59	78	100	63
XP_019330686.1	340	263	281	311	339	311
XP_723547.2	1242	926	1318	1080	1238	1300
XP_019330687.1	1180	1081	1094	1057	1057	1149
XP_723548.2	2049	1510	1906	2043	2149	1830
XP_723549.1	1000	825	837	859	1001	1023
XP_723550.2	3156	2889	2948	2358	2653	2407
XP_723551.2	2073	1666	1698	2384	2468	1740
XP_723552.2	4214	3326	3127	4958	5263	2826
XP_723553.2	1127	889	987	1492	1644	978
XP_723554.1	7862	7477	7924	6944	7825	8696
XP_723555.2	4182	3538	4088	3710	4144	3833
XP_723556.2	20	24	11	38	20	7
XP_723557.1	15	39	13	27	32	9
XP_723558.2	4230	3605	3862	3844	4213	4124
XP_723559.2	552	528	561	642	658	647
XP_723562.2	4731	3648	4651	5123	5680	5393
XP_019330688.1	5592	3641	5276	4434	4485	5408
XP_723564.2	590	504	564	574	555	528
XP_723565.1	2729	1989	2505	2654	2902	2625
XP_723566.1	881	721	757	923	1084	740
XP_723567.2	462	317	364	518	504	427
XP_723568.1	60646	38520	56654	55957	60829	61391
XP_723569.1	26	8	21	20	29	6
XP_723570.2	1004	804	988	983	1141	1045
XP_723571.2	2296	1843	2163	2257	2196	2522
XP_723572.1	5314	4734	5118	4983	5444	4687
XP_723573.1	6183	5135	5671	6549	7278	5853
XP_723574.1	1959	1962	2039	1992	2201	2159
XP_723575.2	3495	3410	3560	3639	4061	4057
XP_723576.1	135	54	116	76	79	87
XP_723577.1	956	692	944	975	1011	1095
XP_723578.1	3906	3645	3768	3794	4008	4512
XP_723579.1	1906	1441	1764	1525	1568	1861
XP_723580.1	2374	2036	2253	2244	2402	2519
XP_723581.2	189	138	210	128	148	122
XP_723582.2	974	960	938	969	1174	935
XP_723584.2	193	183	168	187	229	136
XP_723585.2	622	687	580	624	770	563
XP_723586.1	732	773	727	649	755	855
XP_723587.1	514	465	486	511	570	495
XP_723588.2	3055	1892	2164	3081	3478	2062
XP_723589.2	6007	5030	5682	5479	5983	6010
XP_723591.2	6050	4698	5998	6372	6720	6741
XP_019330689.1	53293	36364	52758	42848	42486	54761
XP_723592.1	3665	1908	2102	3420	3633	1650
XP_723593.2	482	419	467	509	555	569
XP_711201.1	1830	1495	1670	1777	2091	1947
XP_711202.2	69	38	84	98	111	76
XP_711203.2	4469	3491	3689	4305	4913	3694
XP_711204.1	8162	6138	8280	7129	7468	8695
XP_711206.2	1764	1440	1723	1635	1900	1810
XP_711207.2	6160	4995	5650	5903	6616	6805
XP_711209.2	3016	2800	3108	3072	3323	3793
XP_711210.2	7960	5923	6820	7699	8202	6202
XP_711211.2	670	533	617	499	567	585
XP_711212.2	172	97	122	153	171	162
XP_711214.2	371	330	349	317	331	280
XP_711215.1	1945	1471	1859	1508	1617	1724
XP_711216.2	560	460	474	636	858	395
XP_711217.2	200	139	190	229	225	194
XP_711219.2	802	629	720	758	735	660
XP_710024.2	34	46	30	70	62	17
XP_710714.1	185	135	126	172	175	101
XP_710716.1	2480	2084	2466	2223	2358	2393
XP_710717.1	24922	22763	23744	22982	24626	25184
XP_710718.2	1312	1314	1196	1408	1324	1474
XP_710719.2	2404	2034	1877	2485	2741	2226
XP_710720.2	995	917	917	944	1078	1072
XP_710721.1	4174	3655	4222	3705	4059	4493
XP_710723.2	52171	44090	47961	48124	53652	47184
XP_019330690.1	16561	12678	16348	15986	17160	17240
XP_713956.1	2195	1786	2110	2050	2151	2206
XP_713955.1	2098	1561	1999	2023	2153	2301
XP_713954.1	505	323	476	431	411	413
XP_713952.2	5357	4423	5233	5226	5461	5677
XP_713951.2	1353	1027	1199	1229	1197	1378
XP_713949.2	1425	738	1680	1821	1857	2111
XP_019330691.1	1788	1327	1671	1804	1765	1667
XP_713948.1	683	419	493	661	702	275
XP_713947.2	460	466	516	480	472	495
XP_713946.1	1968	1457	1898	1796	2028	1882
XP_713945.1	55268	39449	53114	50374	54476	55959
XP_713942.1	2772	2077	2792	2919	3280	3090
XP_713941.1	69	71	90	71	82	65
XP_713940.1	2889	2109	2707	2726	2773	2939
XP_713939.1	945	870	905	794	955	860
XP_713938.2	2700	2598	3077	2717	3133	3780
XP_713937.2	54	71	54	54	88	34
XP_713936.2	1769	1587	1672	1625	1902	1804
XP_019330692.1	64322	50168	61760	56271	58283	64109
XP_713935.2	5915	4766	5970	5205	5935	6086
XP_713933.2	1947	1682	1826	1858	1971	2346
XP_713931.1	807	744	805	869	915	665
XP_713930.2	1072	835	1142	1089	1310	1231
XP_713929.1	2420	1882	2446	2191	2454	2361
XP_019330693.1	5825	4444	5083	4862	5263	5785
XP_713925.1	3064	3416	3553	3222	3547	4227
XP_019330694.1	1668	1256	1543	1480	1608	1730
XP_713924.2	6701	7204	8053	7487	8290	9835
XP_713922.1	46	36	49	41	56	40
XP_713920.2	3640	2722	3245	3481	3827	3552
XP_713919.1	1650	1636	1673	1618	1696	2027
XP_713918.2	826	548	778	776	832	733
XP_713917.1	1505	1217	1509	1442	1558	1595
XP_019330695.1	27085	19076	25693	24901	28446	26704
XP_019330696.1	48384	23335	51092	43349	44202	51778
XP_019330697.1	216	177	200	197	245	213
XP_019330698.1	183030	114333	193093	160533	162674	213298
XP_713914.2	2879	2680	2962	2814	3133	3320
XP_713913.1	2528	2194	2555	2421	2671	2602
XP_713912.2	3590	2888	3622	3020	3600	3808
XP_713911.1	1009	912	944	885	1094	994
XP_713910.2	995	764	1025	1037	1095	1095
XP_713909.1	4497	3738	4395	4138	4476	4839
XP_713908.1	150	124	203	202	180	185
XP_713907.2	967	769	823	890	1058	916
XP_710041.1	754	563	716	642	664	851
XP_713904.2	834	722	888	743	830	1011
XP_713903.2	8340	5810	8166	7359	8140	8399
XP_713902.2	1323	903	1300	1250	1264	1528
XP_713901.2	26462	16156	24571	25370	30570	20506
XP_713814.1	2617	1881	2288	2701	2861	2090
XP_713813.1	14680	12368	14758	13153	13937	16337
XP_713812.2	452	408	453	378	369	445
XP_713810.2	4328	3290	3814	3482	4061	3652
XP_713809.1	2324	1584	2059	2081	2376	2521
XP_019330699.1	10	8	2	6	10	2
XP_713808.2	898	522	871	778	875	817
XP_713807.1	905	710	791	949	1039	768
XP_713806.1	326	241	291	357	349	325
XP_713805.2	997	795	849	1098	1311	876
XP_713804.2	3827	3195	3231	3791	4645	3343
XP_019330700.1	106	72	88	116	107	111
XP_713803.1	4541	2902	4708	3998	4134	4842
XP_713802.2	78	64	48	64	70	32
XP_713801.2	5604	4312	5454	6016	6475	6407
XP_019330701.1	79804	46890	86107	71923	75382	96642
XP_713800.2	1800	1642	1801	1750	1946	1892
XP_713798.2	3690	2949	3517	3252	3667	3431
XP_713797.1	28	52	42	33	41	23
XP_713796.1	16802	15419	16945	17954	20357	19971
XP_019330702.1	526	488	544	479	614	535
XP_713795.1	2661	3364	2986	2756	3226	3717
XP_713794.2	1770	1633	1654	1921	2214	1751
XP_713792.1	4732	4951	4937	5225	5865	5983
XP_713791.2	48098	31006	45505	39954	44148	44912
XP_713790.1	311	215	237	266	280	266
XP_713038.2	7245	4859	6571	6578	6921	5438
XP_713037.1	116	82	65	99	104	34
XP_713036.1	1478	1412	1507	1512	1561	1507
XP_713035.2	261	223	278	267	322	319
XP_713034.1	3919	2908	3560	3868	4218	3914
XP_713033.1	100	68	63	86	103	49
XP_019330703.1	16320	10115	13599	16444	19267	12254
XP_713031.2	16769	9516	15882	15611	16223	17800
XP_713030.2	1274	1194	1264	1179	1240	1385
XP_019330704.1	138	92	102	89	104	120
XP_713029.1	564	513	588	446	437	490
XP_713028.2	14443	11288	13196	14814	17760	13632
XP_713027.2	1120	808	963	1063	1039	1010
XP_713026.2	1474	1105	1516	1603	1684	1764
XP_713025.1	187	126	101	215	209	93
XP_713023.1	48	47	49	65	70	30
XP_713022.1	1269	969	1312	1179	1184	1319
XP_713021.1	33562	23790	33060	29610	32838	35827
XP_713020.2	9576	7466	9533	9046	9343	9912
XP_713019.2	3394	2606	3069	3195	3415	3314
XP_019330705.1	329	305	306	360	393	346
XP_713017.1	882	618	650	943	973	663
XP_713016.1	428	318	389	342	457	393
XP_713015.2	47	40	36	33	62	34
XP_713014.2	426	301	395	512	592	288
XP_713013.2	6752	5237	6428	7384	8555	6420
XP_713012.1	1563	1263	1470	1409	1632	1600
XP_713011.2	661	526	596	682	777	500
XP_713009.2	2078	1915	1791	1953	2068	2029
XP_713008.2	8308	6662	6951	8712	10103	6571
XP_713007.1	909	791	888	827	945	909
XP_713006.1	170	191	174	153	185	180
XP_710203.2	1130	1186	1188	1060	1272	1131
XP_716351.2	312	232	231	332	347	264
XP_716350.2	47274	35326	41181	47044	52982	42720
XP_716349.1	16168	12319	15427	13588	15498	14923
XP_716348.1	2312	1896	2302	2108	2252	2387
XP_716347.1	487	375	471	401	459	422
XP_716346.1	1152	951	989	1123	1452	1047
XP_716345.1	422	457	444	463	416	395
XP_716344.1	1466	1442	1458	1399	1529	1728
XP_716343.2	2948	2208	2706	2959	3870	2466
XP_716340.1	235	169	151	275	296	126
XP_716339.1	87	51	55	55	62	38
XP_019330706.1	374	252	232	314	317	252
XP_716338.1	872	695	744	783	870	839
XP_716337.1	520	476	545	442	521	539
XP_716336.1	3214	2057	2320	2919	3271	2297
XP_716335.1	34	46	44	48	60	38
